place,intersection_density,avg_block_length,sidewalk_pct,amenity_pct,final_score,intersection,block,sidewalk,amenity
"Bandung, Indonesia",201.81181423036625,52.51287758657351,5.843194650082281,0.0,44.21081524867324,67.27060474345542,91.44397958248065,5.843194650082281,0.0
